steps,w1,w2,w3,w4,w5,w6,w7,second,last
4289,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.3355056875951903e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-405800.1336149409,4.361328029040214e7
4290,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.3355056875951903e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-405800.1336149409,4.361328029040214e7
4291,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.3355056875951903e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-405800.1336149409,4.361328029040214e7
4292,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.3355056875951903e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-405800.1336149409,4.361328029040214e7
4293,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-405800.1336149409,4.486361299443506e7
4294,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.472069871306665e7
4295,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.472069871306665e7
4296,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.472069871306665e7
4297,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.472069871306665e7
4298,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.472069871306665e7
4299,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.5855722284017742e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.472069871306665e7
4300,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.565208715060375e7
4301,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.565208715060375e7
4302,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.565208715060375e7
4303,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.565208715060375e7
4304,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.565208715060375e7
4305,1.2922982241426412e7,1.3044024248119665e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.565208715060375e7
4306,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-477257.27429914504,4.710636812738744e7
4307,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4308,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4309,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4310,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4311,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4312,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4313,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4314,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4315,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4316,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4317,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4318,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4319,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4320,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.771849915909193e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.695639136101868e7
4321,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4322,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4323,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4324,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4325,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4326,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4327,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4328,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4329,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4330,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4331,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4332,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4333,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4334,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4335,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4336,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4337,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4338,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4339,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4340,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4341,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4342,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4343,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4344,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4345,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4346,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4347,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4348,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4349,1.2922982241426412e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.775907472219514e7
4350,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4351,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4352,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4353,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4354,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4355,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4356,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4357,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4358,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4359,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4360,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4361,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4362,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4363,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4364,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4365,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4366,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4367,1.6188775128464766e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,4.9391971165714316e7
4368,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,5.063035982847926e7
4369,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,5.063035982847926e7
4370,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,5.063035982847926e7
4371,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.4080469403625892e7,1.1310017049898794e7,-552245.6574835256,5.063035982847926e7
4372,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4373,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4374,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4375,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4376,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4377,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4378,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4379,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4380,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4381,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.7426083903425768e7,1.1310017049898794e7,-552245.6574835256,5.23031670783792e7
4382,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.357182409670331e7
4383,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.357182409670331e7
4384,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.357182409670331e7
4385,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,1.932386588144485e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.357182409670331e7
4386,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4387,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4388,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4389,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4390,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4391,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4392,1.8665552453994654e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.463629870878098e7
4393,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-552245.6574835256,5.588955827883757e7
4394,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-641227.1542036787,5.571159528539726e7
4395,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.553434414393072e7
4396,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.553434414393072e7
4397,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.553434414393072e7
4398,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.553434414393072e7
4399,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.553434414393072e7
4400,2.117207159410783e7,1.5952586201687057e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.553434414393072e7
4401,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4402,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4403,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4404,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4405,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4406,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4407,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4408,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4409,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4410,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4411,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.202474999813818e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.727801859672995e7
4412,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-729852.7249369518,5.9786850919196464e7
4413,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4414,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4415,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4416,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4417,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4418,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4419,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4420,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4421,2.117207159410783e7,1.9439935107285522e7,1.2112506298103215e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,5.959670076061494e7
4422,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4423,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4424,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4425,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4426,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4427,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4428,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4429,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4430,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
4431,2.117207159410783e7,1.9439935107285522e7,1.7450598397784937e7,2.1452815105600186e7,1.7042414643071204e7,1.9963397940073993e7,1.1310017049898794e7,-824927.804227716,6.22657468104558e7
