steps,w1,w2,w3,w4,second,last
149,6.396105117672039,7.0427936979877375,5.025089990515137,6.88755374650171,9.905844721886881,11.487460720112079
150,6.396105117672039,7.0427936979877375,5.025089990515137,6.88755374650171,9.905844721886881,11.487460720112079
151,6.396105117672039,7.0427936979877375,5.025089990515137,6.88755374650171,9.905844721886881,11.487460720112079
152,6.396105117672039,7.0427936979877375,5.025089990515137,6.88755374650171,9.905844721886881,11.487460720112079
153,6.396105117672039,7.0427936979877375,5.025089990515137,6.88755374650171,9.905844721886881,11.487460720112079
154,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.905844721886881,11.836406239332197
155,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
156,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
157,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
158,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
159,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
160,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
161,6.396105117672039,7.7406847364279745,5.025089990515137,6.88755374650171,9.889055393286606,11.802827582131647
162,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
163,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
164,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
165,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
166,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
167,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
168,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
169,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
170,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
171,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
172,6.396105117672039,7.7406847364279745,6.155765579396385,6.88755374650171,9.889055393286606,12.368165376572271
173,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
174,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
175,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
176,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
177,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
178,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
179,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
180,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
181,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
182,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
183,6.396105117672039,8.383644479981836,6.155765579396385,6.88755374650171,9.889055393286606,12.689645248349201
