steps,w1,w2,w3,w4,w5,second,last
1,0.9999657142857142,1.0,1.0,1.0,1.0,10.0,0.9999828571428572
2,0.9999657142857142,1.0,1.0,1.0,0.9999657144816326,10.0,0.9999657143836735
3,0.9999657142857142,1.0,1.0,0.9999656370943197,0.9999657144816326,10.0,0.9999485329308334
4,0.9999657142857142,1.0,1.0,0.9999656370943197,0.9999314301392109,10.0,0.9999313907596226
5,0.9999657142857142,1.0,1.0,0.9999656370943197,0.9998973019401411,10.0,0.9999143266600877
6,0.9999657142857142,2.0148475474430727,1.0,0.9999656370943197,0.9998973019401411,10.0,1.5073381003816242
7,0.9999657142857142,2.0148475474430727,1.0,0.9999656370943197,0.9998973019401411,9.994547154647371,1.4964324096763673
8,0.9999257556671755,2.0148475474430727,1.0,0.9999656370943197,0.9998973019401411,9.994547154647371,1.4964124303670978
9,0.9999257556671755,2.0148475474430727,1.0,0.9999256788805534,0.9998973019401411,9.994547154647371,1.4963924512602147
10,0.9999257556671755,2.0148475474430727,1.0,0.9998857218084503,0.9998973019401411,9.994547154647371,1.4963724727241632
11,0.9999257556671755,2.0148475474430727,1.0,0.9998457920821615,0.9998973019401411,9.994547154647371,1.4963525078610187
12,0.9999257556671755,2.0148475474430727,1.0,0.9998457920821615,0.9998574103598693,9.994547154647371,1.4963325620708827
13,0.999885967282084,2.0148475474430727,1.0,0.9998457920821615,0.9998574103598693,9.994547154647371,1.496312667878337
14,0.999885967282084,2.0148475474430727,0.9999597194809529,0.9998457920821615,0.9998574103598693,9.994547154647371,1.4962925276188135
15,0.999885967282084,2.0148475474430727,0.9999597194809529,0.9998457920821615,0.9998174296996714,9.994547154647371,1.4962725372887145
16,0.999885967282084,2.0148475474430727,0.9999597194809529,0.9998059291172259,0.9998174296996714,9.994547154647371,1.4962526058062466
17,0.9998458316009753,2.0148475474430727,0.9999597194809529,0.9998059291172259,0.9998174296996714,9.994547154647371,1.4962325379656922
18,0.9998458316009753,2.0148475474430727,0.9999597194809529,2.069668524782692,0.9998174296996714,9.994547154647371,2.0311638357984254
