steps,w1,w2,w3,w4,w5,w6,second,last
1,0.9999603773584905,1.0,1.0,1.0,1.0,1.0,10.0,0.9999801886792453
2,0.9999603773584905,1.0,1.0,1.0,0.9999603776201496,1.0,10.0,0.9999603774893201
3,0.9999603773584905,1.0,1.0,1.0,0.9999207565485853,1.0,10.0,0.999940566953538
4,0.9999603773584905,1.0,1.0,1.0,0.9998813440143651,1.0,10.0,0.9999208606864278
5,0.9999603773584905,1.0,1.0,1.0,0.9998813440143651,0.9999603784037268,10.0,0.9999010498882912
6,0.9999603773584905,0.9999602750511667,1.0,1.0,0.9998813440143651,0.9999603784037268,10.0,0.9998811874138746
7,0.9999603773584905,0.9999602750511667,1.0,1.0,0.9998813440143651,0.9999208619922605,10.0,0.9998614292081415
8,0.9999603773584905,0.9999602750511667,0.9999603791886709,1.0,0.9998813440143651,0.9999208619922605,10.0,0.9998416188024769
9,0.9999603773584905,0.9999602750511667,0.9999603791886709,0.9999603794503177,0.9998813440143651,0.9999208619922605,10.0,0.9998218085276358
10,0.9999603773584905,0.9999602750511667,0.9999603791886709,0.9999207602081769,0.9998813440143651,0.9999208619922605,10.0,0.9998019989065654
11,0.9999603773584905,0.9999602750511667,0.9999205535244208,0.9999207602081769,0.9998813440143651,0.9999208619922605,10.0,0.9997820860744403
12,0.9999603773584905,0.9999602750511667,0.9999205535244208,0.9999207602081769,0.9998417273852732,0.9999208619922605,10.0,0.9997622777598943
13,0.9999603773584905,0.9999602750511667,0.9999205535244208,0.9999207602081769,2.1726829545935575,0.9999208619922605,10.0,1.5861828913640363
14,0.9999603773584905,0.9999602750511667,0.9999205535244208,0.9999207602081769,2.1726829545935575,0.9999208619922605,9.991301267879331,1.5687854271226973
15,0.9999603773584905,0.9999602750511667,0.9999205535244208,0.9999207602081769,2.1726829545935575,0.9999208619922605,9.984964332020045,1.556111555404126
16,0.9999603773584905,0.9999602750511667,0.9999205535244208,1.002940678566455,2.1726829545935575,0.9999208619922605,9.984964332020045,1.557621514583265
17,0.9999603773584905,0.9999602750511667,0.9999205535244208,1.002940678566455,2.1695460042038595,0.9999208619922605,9.984964332020045,1.556053039388416
18,0.9999603773584905,0.9999602750511667,0.9999205535244208,1.0028858401135345,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5560256201619558
19,0.9999603773584905,0.9999209603530244,0.9999205535244208,1.0028858401135345,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5560059628128846
20,0.9999603773584905,0.9999209603530244,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5559786164592244
21,0.9999133095706267,0.9999209603530244,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5559550825652926
22,0.9999133095706267,0.9998739969963774,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.555931600886969
23,0.9999133095706267,0.9998270351904073,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.555908119983984
24,0.9999133095706267,0.9997803005507062,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5558847526641333
25,0.9998663473449614,0.9997803005507062,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5558612715513007
26,0.999819161649451,0.9997803005507062,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5558376787035455
27,0.999819161649451,0.9997333424602183,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5558141996583015
28,0.999819161649451,1.002745556390378,0.9999205535244208,1.0028311474062142,2.1695460042038595,0.9999208619922605,9.984964332020045,1.5573203066233814
29,0.999819161649451,1.002745556390378,0.9999205535244208,1.0028311474062142,2.1664094461645256,0.9999208619922605,9.984964332020045,1.5557520276037144
30,0.999819161649451,1.002745556390378,0.9998733277110599,1.0028311474062142,2.1664094461645256,0.9999208619922605,9.984964332020045,1.555728414697034
31,0.999772345624914,1.002745556390378,0.9998733277110599,1.0028311474062142,2.1664094461645256,0.9999208619922605,9.984964332020045,1.5557050066847655
32,0.999772345624914,1.002745556390378,0.999834103893065,1.0028311474062142,2.1664094461645256,0.9999208619922605,9.984964332020045,1.555685394775768
33,0.999772345624914,1.002745556390378,0.999834103893065,1.0058269777614064,2.1664094461645256,0.9999208619922605,9.984964332020045,1.5571833099533643
34,0.999772345624914,1.002745556390378,0.999834103893065,1.0058269777614064,2.1632809491082914,0.9999208619922605,9.984964332020045,1.5556190614252472
35,0.999772345624914,1.002745556390378,1.0028296705281288,1.0058269777614064,2.1632809491082914,0.9999208619922605,9.984964332020045,1.557116844742779
36,0.999772345624914,1.002745556390378,1.0028296705281288,1.0058269777614064,2.1632032401437615,0.9999208619922605,9.984964332020045,1.557077990260514
37,0.999772345624914,1.002745556390378,1.0028296705281288,1.0058269777614064,2.1600908274249386,0.9999208619922605,9.984964332020045,1.5555217839011026
38,0.999772345624914,1.0026911373022411,1.0028296705281288,1.0058269777614064,2.1600908274249386,0.9999208619922605,9.984964332020045,1.555494574357034
39,0.999772345624914,1.0026911373022411,1.0028296705281288,1.0058269777614064,2.1600908274249386,0.999873516336084,9.984964332020045,1.5554709015289458
40,1.0027597348826978,1.0026911373022411,1.0028296705281288,1.0058269777614064,2.1600908274249386,0.999873516336084,9.984964332020045,1.5569645961578378
41,1.0027597348826978,1.0026911373022411,1.0028296705281288,1.0058269777614064,2.1600132047386045,0.999873516336084,9.984964332020045,1.5569257848146707
42,1.0027597348826978,1.0026911373022411,1.0028296705281288,1.0058269777614064,2.1569094405050655,0.999873516336084,9.984964332020045,1.5553739026979012
43,1.0027597348826978,1.0026911373022411,1.0027826380135887,1.0058269777614064,2.1569094405050655,0.999873516336084,9.984964332020045,1.555350386440631
44,1.0027597348826978,1.0026911373022411,1.0027435682876513,1.0058269777614064,2.1569094405050655,0.999873516336084,9.984964332020045,1.5553308515776625
45,1.0027597348826978,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1569094405050655,0.999873516336084,9.984964332020045,1.5553032854528703
46,1.0027127051481948,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1569094405050655,0.999873516336084,9.984964332020045,1.555279770585619
47,1.0026582522199687,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1569094405050655,0.999873516336084,9.984964332020045,1.555252544121506
48,1.0026582522199687,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1569094405050655,2.2426396681260328,9.984964332020045,2.17663562001648
49,1.0026582522199687,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1569094405050655,2.2426396681260328,9.97973897359436,2.166184903165111
50,1.0026582522199687,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2426396681260328,9.97973897359436,2.1646328728127973
51,1.0026031774168729,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2426396681260328,9.97973897359436,2.1646053354112493
52,2.3228359925884554,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2426396681260328,9.97973897359436,2.8247217429970406
53,2.3228359925884554,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2426396681260328,9.969417815366329,2.8040794265409805
54,2.3228359925884554,1.0026911373022411,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2426396681260328,9.962275035452159,2.7897938667126407
55,2.3228359925884554,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2426396681260328,9.962275035452159,2.791383491647294
56,2.3228359925884554,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2427532822126546,9.962275035452159,2.7914402986906053
57,3.3731783048235995,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2427532822126546,9.962275035452159,3.3166114548081773
58,3.3731783048235995,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2427532822126546,9.95641656302365,3.30489450995116
59,3.3731783048235995,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.1538053798004384,2.2424177829668737,9.95641656302365,3.3047267603282693
60,3.3731783048235995,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.1537048394935714,2.2424177829668737,9.95641656302365,3.304676490174836
61,3.3731783048235995,1.0058703871715478,1.0027435682876513,1.0057718455118223,2.150594430200976,2.2424177829668737,9.95641656302365,3.303121285528538
62,3.3731783048235995,1.0058703871715478,1.0056751928832308,1.0057718455118223,2.150594430200976,2.2424177829668737,9.95641656302365,3.304587097826328
63,3.3731783048235995,1.0058703871715478,1.0056751928832308,1.0057718455118223,2.1536911487264843,2.2424177829668737,9.95641656302365,3.3061354570890824
64,3.373045536060454,1.0058703871715478,1.0056751928832308,1.0057718455118223,2.1536911487264843,2.2424177829668737,9.95641656302365,3.3060690727075097
65,3.372912771681183,1.0058703871715478,1.0056751928832308,1.0057718455118223,2.1536911487264843,2.2424177829668737,9.95641656302365,3.306002690517874
66,3.3695916321207067,1.0058703871715478,1.0056751928832308,1.0057718455118223,2.1536911487264843,2.2424177829668737,9.95641656302365,3.304342120737636
67,3.3695916321207067,1.0058703871715478,1.0056751928832308,1.0057718455118223,3.3143341232140937,2.2424177829668737,9.95641656302365,3.884663607981441
68,3.3695916321207067,1.0058703871715478,1.0056751928832308,1.0057718455118223,3.3143341232140937,2.2424177829668737,9.948565796600688,3.868962075135517
69,3.3695916321207067,1.0118295679606206,1.0056751928832308,1.0057718455118223,3.3143341232140937,2.2424177829668737,9.948565796600688,3.8719416655300534
70,3.3695916321207067,1.0118295679606206,1.0056751928832308,1.0057718455118223,3.308174169283971,2.2424177829668737,9.948565796600688,3.868861688564992
71,3.3695916321207067,1.0177568999826259,1.0056751928832308,1.0057718455118223,3.308174169283971,2.2424177829668737,9.948565796600688,3.8718253545759946
72,3.3695916321207067,1.0177568999826259,1.0056751928832308,1.0057718455118223,4.236284443488849,2.2424177829668737,9.948565796600688,4.3358804916784335
73,3.3695916321207067,1.0177568999826259,1.0056751928832308,1.0057718455118223,4.236284443488849,2.2424177829668737,9.94203610554593,4.322821109568914
74,3.3695916321207067,1.0177568999826259,1.0056751928832308,1.0057718455118223,4.236284443488849,2.2452491213785692,9.94203610554593,4.324236778774762
75,3.3717119949438294,1.0177568999826259,1.0056751928832308,1.0057718455118223,4.236284443488849,2.2452491213785692,9.94203610554593,4.325296960186323
76,3.3717119949438294,1.0177568999826259,1.0056751928832308,1.0057718455118223,4.977074351969369,2.2452491213785692,9.94203610554593,4.695691914426583
